authorId,authorProfile,author,dateCreated,text
100011612264976,https://www.facebook.com/people/%E1%8E%AF%E1%8F%9D%E1%8E%A8-%E1%8E%AF%E1%8F%B0%E1%8E%A0-%E1%8E%AF%E1%8F%9D%E1%8F%95%E1%8E%AC%E1%8E%AC%E1%8E%A0/100011612264976/,ᎯᏝᎨ ᎯᏰᎠ ᎯᏝᏕᎬᎬᎠ,2022-10-18T09:47:30.000Z,يفتخرون بمراوغت لو ل بيدري صاحب ال 19 ونسو إن لوكا في عز مستواه الرسام مرمضت بكرامته اللاند �
100009477715052,https://www.facebook.com/ibrahem.essam.792,Ibrahem Essam MohamadAli,2022-10-18T15:03:30.000Z,خودێ فالفێردی هەمیا باشترە ئیجا راستی بێژن بەس جمهورێ وان ئەم زانن چ تو نە نەشین بیژین شەرمە😋
100041003340432,https://www.facebook.com/people/H%C3%A0%C5%A1%C5%A1%C3%A0%C3%B1-%C5%A0h%C3%B8%C5%B5/100041003340432/,Hàššàñ Šhøŵ,2022-10-18T09:58:06.000Z,"الحكم: أنا لاامزح..! 
من منكم كيليني؟"
100002873547905,https://www.facebook.com/wd.jlal.5,Dafaalla Jalal Altahier,2022-10-18T09:27:55.000Z,"ذات يوم كان مودريش متعبا من التدريب..
فأراد أن يأخذ قسطا من الراحة 
فصاح الحارث في وجهه : مودريتش مودريتش !!
فاستيقظ مودريتش مرتعبا، ما الأمر يا حارث ؟
الحارث : دانييلو أراد أن يوقظك لكنني منعته !!"
100051024306541,https://www.facebook.com/people/%D9%85%D9%B0%DB%81%D9%B0%D9%96%D8%B1%D8%AA%DB%81%D8%B6%D9%89-%D8%B1%D9%B0%D8%A7%D9%B0%D8%A6%D8%AF/100051024306541/,مٰہٰٖرتہضى رٰاٰئد,2022-10-18T10:18:10.000Z,عندما استغل فالفردي فاتي وهو نائم بالذهاب لتسجيل هدف
100029908955961,,Ahmad M Alzoubi,2022-10-18T09:30:39.000Z,الظاهر لا توجد جائزة للرافعة الذهبية
100010733677048,https://www.facebook.com/abdullah.abduh.140,Abdullah Al Obadi,2022-10-18T12:59:09.000Z,من الذاكرة عندما قام بيدري يصحي الفقاعه موطريتش من النوم
100039287541499,https://www.facebook.com/rafeeq.alremli,Rafeeq Alremali,2022-10-18T10:57:45.000Z,عندما استغل فالفيردي نوم البلونة فاطي وذهب لتسجيل هدف 😂
100012325150921,https://www.facebook.com/people/%D8%AD%D8%B4%D9%86-%D9%88%D9%84-%D8%AD%D8%B4%D9%86/100012325150921/,حشن ول حشن,2022-10-18T09:37:10.000Z,الكرة الذهبية فقدت مصداقيتها
100015467569339,https://www.facebook.com/people/Hamid-Elkabir/100015467569339/,Hamid Elkabir,2022-10-18T09:46:50.000Z,وراء كل رجل عظيم فاتيت😂
